id,DT_CONCESSAO_INSCRICAO,DT_INICIO_EXERCICIO,SQ_ESTABELECIMENTO,SQ_INSCRICAO_ESTABELECIMENTO,NU_INSCRICAO_ESTADUAL,SQ_ATIVIDADE_ECONOMICA,SQ_VERSAO_TABELA_ATIVIDADES,SQ_NIVEL_ATIVIDADE_ECONOMICA,IN_PRINCIPAL,NU_ORDEM,CO_ATIVIDADE_ECONOMICA,NO_ATIVIDADE_ECONOMICA
282,2010-01-29,1992-04-19,363488099,642463111,30166619,906384197,323854604,952246695,2,7,A52X171,WPYJM7KW62W3YF9O28NRVMTTNWZVRHO6JRCS9A0X1PY48OZU6UVD2C7YVJA5CN5PAC9ENKRLAG19K8P51W1IL63JWYSTU1WWEAVJDG2CP7R62HJGANAGNZSB763LWW06EA8D55OOGBRZ4N3PPPQUPBOCYBIBRYHOOGVJTXIKBM3XFM2OXJQOSQ7BPOWUAALH1DK1UOQP
283,2020-11-25,1993-04-20,7140390,355332860,36177974,925216235,533812496,929197827,3,7,G476SSI,1FHR3K8LYL4CG5LE2BNA724C0D7L71KI04LA5WD2HU6MC9I0Y47OC9X9XZQAIZFWYHH61HR7Y3U4NJHLU4O9ITAX6DGKO34VI3CJXS84TFJDKWY0MQHTYZSUDL4XWNLIQ29E738FHJITBH20KR8RZVTYX4KNY7W4JCWXFG7FK7Y7UHQA8BH6E6PSILPXIXFWUFXR7J6W
284,2015-06-25,2016-09-24,730884470,616847410,8198705,862333381,303715666,720589433,0,1,F1QKP5G,5K0LLW7Q3JK1IRDKLV2T2XBOEUWPOL55NJL64NF4LCOF71ZH256LYER6ZZ9SB8GNYXWJ5EI3CA6AJRFR1CCIQPF7YR8I6KIMK466XLVUR8EJ6ZP6KXBUQI2RNF3TWF1KBTYCQ1X6HLKCIQKR9WB7ZA3MSLSLP85HCL600X5XPA7C5849382ZC74HE7508FG373XP66HT
285,2011-06-30,1994-07-13,297586660,768579483,19599726,157602565,349268851,128047230,1,3,LFLCQHT,DF4GCE94UN1JHWP59NOQGKLUKAQ9DB2Y862Q7QO7T4JLVQIZ7Z68FFCKMDLO6GJM8VIJRHBXY5MIK7J9C64IAAYX39RVUOZDFJSSRX8786Z166U42W8A2EDBKO3DY94JHT4CP8SK6AALWRKNWOV7ZZR7PJWMB6S4GFM7AU94N1BEDS0ZZLAADW6K60DQBN3KV07UQ884
286,2001-01-12,1994-05-30,381110934,419922607,85076204,174674148,727735183,827635356,5,1,84GVL2Q,WGVCBBO7UM8X0RLYUZT77TS5N646TSRA9HYY85QBK8AU7PPYR1RYCBM8OWD7OJYDRAI7IIE9G0V3RD0JTRPFAHL0RX2GEX6Z7131RNVJP4UO98O1GEPWMGH5R2G9BC2N16PJJBUYJZXDFR77HEKI61TKQZAAB95C02P758QOSKBU523310F3Q1Y39SPCY6T23CMA0JYW
287,2018-06-14,2003-08-02,273047659,835841254,15123160,810205724,794225162,882533647,1,9,FDBPKNY,89OI1YF2L62DNDL8B4KMRH30GA80AGFBGG9ZHGMUXW51OO9QYEMK6HPVQMVXPJ9AC55Y8MLW3UPZCZVS9JG6C5UPSKV3T1PV63XTNA1K7EP2WQ29DDJ7UWYWUE0B45TYD1FICW2W2MAHOA575OTOL8Y3KJ3ZVNSHHWFL2A76QWAIBLXH5NOQZ0IJ028R9DTGDMGY287N
288,2013-09-10,1998-05-01,890823420,696893305,27405529,177729259,326012082,741120709,9,2,F93ZAYF,L9SNFCWYBOZEE7DF148T8NP11W3NXQ7VH80CG6US3IG4540YT05BS6PJ3LZXEM5GXIUQUXNMFCLZG7RLUZ5LWEGKW1WME3QN2ZQZANJYSB6SQEM4DF4PECN3B9GQ9OWD2RNW97BV4Y8MQLJ6CSKN8HMU4QZRFB5T90AJ2KIEJUTGCIFA8P2ELSFV2PVWAH2GGYFXL5K4
289,2012-07-08,2007-07-09,725558983,401699749,54187708,941611851,32118614,733266029,8,5,4Y0HURB,2U3C7486T2KTL92EVAB8OA0D7IO7JD2T26S5H1Y3HCPEGBEOK8MX0L7EAHR2AL0T2003MKKXCXV7H1XZMNLOEUCH3N2LMI0250Q2ZMFQ2FVSK1QCDQ79CD0MCWL8ANHCSTEGJ0EFF52FXWU6VRKRZD8J1VO4BU2JABQRSW0MCTD0K2T5MM05SICNGMY359QGAYJJPT5F
290,2006-08-24,2018-09-20,345693039,626949191,54798141,585768103,468439515,490523750,9,5,ETWE5HV,73E7I0WRWMA0DTG7J2A7S00SG78OUMOFRFATU4KE9HR43M7QPEQDU4X86B149WXZCGX15XGTDOI0KHXAWLAKISBZZPEPEWAV7S4B4LFHPGA2VXQS4T53YYYILMT8115D1SKOPE14LELOYUZ0OP78NIW1ZTGOOYEYKKM3RCKKBSMZA0QOAKXVSXQIMJTTJYSDKBJXWS9Z
291,2007-10-01,1999-04-26,400538603,516558341,70144201,806491460,948159412,850127018,4,9,98535JQ,OXOQURMUEHJZ8URZJCEGCIO1LFISSU1WE19SEGNPPLJ5529KF2V61O736QE6KAMSTNVB9GPAG2TEJVG2VZF51XWEQH895ZDOEDIGEY38FNOWFRO0L1UYIVDRBZ6V6GBYJUE29MRA7XZNT5194FJC5KNDZ2TTPMQH3R9IISIVKJ4L42Q6JQZH5LO5DTMJZG7L4C2VDIRX
292,2016-01-27,1998-09-22,77436042,20462522,35272824,764417560,406572161,72212075,9,5,961PR9A,SA4251H44SLJ4U5OJ1SVD0SGB34Y4XU0RQUQL3W83NHYIL6EMD9GM574HCU2MGLZFTRB50UIK8V8PMIM70GAHYSEFPFUZX8KKVS28IH9MC8PZD6I0M75GY1H6CIVTPLLW1M0P5Z7IFBQFBHQ2L95KNK5DIXSK67X8NSPHR1HYTCTJSWJGVSSL5WKPUJKKO9FUV9I4NKO
293,2009-02-14,1991-07-13,87578620,781536059,39105497,961878661,357101850,966259132,3,3,2ATQ02J,VR6M8A0O6500EU6I7KU1T5C8WI7MLTQSPMHU51MIA5WCRJLBMWCEXGQD9TIWADTQ99BAMDREQ7V6VZ9MBP6NGH91NE73CB07Y11HT6ACDSGZ05JP9511I95KFXOHACDHSHJIADS2A337S5B33RDBI9XRBGG1FYS5QVGQ8HL8CWRI2CIVQQELZACJC64E0BRV1N8QJUO3
294,1998-01-09,1993-02-21,936593205,148215439,5859660,129369781,119782261,770197188,9,9,2KOKRZB,OVEGX06ECI0LS1A5598Z9MMKW98PKEFUYOJIM9LH643404PEWMLF6H1Q046I563G9QLGWVS068TWRCRIB157I109Y9V307RHQF7GDHH538QJU5OSCV33B32WV4DMIMTRR3ZSGYR2Q2VJYMAST716E2RJH7IYE5MMOMSYNM0MEVY1SROXDADDIZ2C2MBSSUC66ECBTO41
295,2014-05-14,1994-04-07,122115290,735613078,63694480,129100285,492306288,638330727,7,6,13A60A1,Q8HORDSI0470PND8EMKKSG3KB8NTSM18VNMUSKNMH0XJKCGTS02BAZX0LEZHH9W11J8FF3ZJB2CNV0EGPZESROFPGL5QYYCBAHB7KHIRJ933DJDFTF00WLO43912JPBTLGGCDIF045NWU2LKBMBVJ536S93G2FIQPZZ7VCN62GQYOXPF7Y1B7B4S5JGIYM9N9OOH170T
296,2001-08-04,2008-03-16,214845886,374970736,17417904,101564696,279182608,962750379,9,1,08HUDLF,1UGJ4MOZ2MP7LK7WMYDS4JOD5J8AR9Z0ZVGRQ9B13S1K48BRK28SLMX9OHDBIFVQZZ2WN822YK9RW8K3POKU0KX7UBDIL916WABMZCJOC3OPSCETIR5NESFSBRSH13DESAEAGUVBLR9XF8AQ19O06EBYVENXXMNJC87D9VCBEV9MP31STZ5HWF7D7TBLZSKKBRI8PUTG
297,1997-03-01,1997-12-18,807642843,183327487,10256170,966861061,27216830,983902706,9,4,Q32HXVW,5AFDLJWB490KWYTNUI4W98YN809GCQ0RI4VVP6MSJDYXD1WGJO7Y0WZ9QSM35TRWXGR35RXFM3DLMSQ4NFVV9QCAQW0EW6LWRETUQMKAOPJGR8COAXY12AHG11F0OYBQXTEJTQ6701HQP74TVGMECZWO0ZGD97DXXHO5I1SDO0BCSYXTFY9FJ9S94UZG0EL4ZKFZEB1M
298,2008-02-13,2002-12-13,93685576,160656168,99250785,850808589,296499435,415063832,0,3,MB1LQZR,MJC5141N2HH59HYAWSLEGB06SSOMN31435LACEPFGI499X32XCWTVQZFWVAR5UUJTR5N519SYNNETA6M31UCL64XZGN03YE0PJXSNHO2W4RMT1KR1A0Q0AW5KGPYGKS5TRFNAR8WD43145LC9I1P2VO030DC4RLA7ILTKEAZ06YIGUQAEWKTYUDFQU8DJGIZMCF5NQTI
299,2016-08-21,2000-03-04,207758717,433363421,38396270,810902710,142403185,860029467,2,8,GFWCGTC,AESS0WSCTPJULLW5Q5WTIM943ZHXT8GKESDC1ZQAMCA1SCQO3ZOQU8VMGWLDSHGZDSG5ZNI8I9IIMG7X5PAPVNBPVCK4UNOP1BEJWO5OUAPS126NHQ17TEF30L4NPDI73MTB94PY961RSZVWJSHBVJGHV46FAMWOGE6147SW6QSNIWSKKLLFWLELX8IHXHN25XN4ORHR
